president|link
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9276-discurso-durante-almoco-oferecido-ao-rei-da-suecia-carl-gustaf-palacio-itamaraty-brasilia-24-03-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9278-discurso-na-cerimonia-de-abertura-da-5-sessao-do-forum-urbano-mundial-o-direito-a-cidade-unindo-o-urbano-dividido-rio-de-janeiro-22-03-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9281-discurso-durante-cerimonia-de-formatura-das-tropas-brasileiras-da-missao-da-onu-minustah-porto-principe-haiti-25-02-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9283-discurso-durante-a-sessao-de-encerramento-da-xxi-cupula-do-grupo-do-rio-e-da-ii-cupula-da-america-latina-e-do-caribe-calc-cancun-mexico-23-02-2010
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9535-discurso-da-presidenta-da-republica-dilma-rousseff-durante-cerimonia-de-comemoracao-dos-70-anos-do-dia-da-vitoria-palacio-do-planalto-08-de-maio-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9686-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-cerimonia-de-assinatura-de-atos-entre-brasil-e-china-brasilia-19-de-maio-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9725-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-primeiro-ministro-da-republica-popular-da-china-li-keqiang-e-senhora-cheng-hong-palacio-do-planalto-19-de-maio-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9750-discurso-da-presidenta-da-republica-dilma-rousseff-durante-almoco-em-homenagem-ao-presidente-do-uruguai-tabare-vazquez-palacio-itamaraty-21-de-maio-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9756-declaracao-a-imprensa-da-presidenta-da-republica-dilma-rousseff-apos-encontro-com-o-presidente-do-uruguai-tabare-vazquez-palacio-do-planalto-21-de-maio-de-2015
dilma|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/9785-discurso-da-presidenta-dilma-rousseff-por-ocasiao-do-encerramento-do-encontro-empresarial-brasil-china-palacio-itamaraty-19-de-maio-de-2015
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14020-discurso-do-presidente-da-republica-em-exercicio-michel-temer-durante-cerimonia-de-posse-dos-novos-ministros-de-estado-brasilia-12-de-maio-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14437-discurso-do-presidente-da-republica-em-exercicio-michel-temer-durante-cerimonia-de-apresentacao-da-delegacao-de-atletas-olimpicos-brasilia-13-de-julho-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14712-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-ratificacao-do-acordo-de-paris-sobre-mudanca-do-clima
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14731-discurso-do-presidente-da-republica-michel-temer-durante-almoco-de-trabalho-e-quarta-sessao-de-trabalho-da-cupula-do-g20-hangzhou-china-5-de-setembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14732-discurso-do-presidente-da-republica-michel-temer-durante-reuniao-de-lideres-do-brics-hangzhou-china-4-de-setembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14740-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-encerramento-do-seminario-empresarial-de-alto-nivel-brasil-china-xangai-china-2-de-setembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14755-discurso-do-senhor-presidente-da-republica-michel-temer-durante-reuniao-alto-nivel-sobre-grandes-movimentos-de-refugiados-e-migrantes-nova-york-19-de-setembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14756-pronunciamento-do-senhor-do-presidente-da-republica-michel-temer-durante-abertura-do-debate-geral-da-71-assembleia-geral-das-nacoes-unidas-nova-york-20-de-setembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14775-discurso-do-presidente-da-republica-michel-temer-durante-almoco-ampliado-com-empresarios-e-investidores-promovido-pelo-conselho-das-americas-nova-york-21-de-setembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14792-discurso-do-presidente-da-republica-michel-temer-durante-abertura-da-111-reuniao-do-conselho-da-camara-de-comercio-exterior-camex-palacio-do-planalto-28-de-setembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14846-declaracao-a-imprensa-do-presidente-da-republica-michel-temer-na-chegada-a-assuncao-assuncao-paraguai-03-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14852-brinde-do-presidente-da-republica-michel-temer-durante-almoco-oferecido-pelo-presidente-da-republica-da-argentina-mauricio-macri-buenos-aires-03-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14942-declaracao-a-imprensa-do-senhor-presidente-da-republica-michel-temer-durante-a-cerimonia-de-intercambio-de-atos-bilaterais-goa-17-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14943-discurso-do-presidente-da-republica-michel-temer-na-cupula-ampliada-dos-chefes-de-estado-e-de-governo-do-brics-e-do-bimstec-goa-16-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14944-palavras-do-senhor-presidente-da-republica-michel-temer-em-sessao-plenaria-da-viii-cupula-do-brics-goa-16-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14946-palavras-do-senhor-presidente-da-republica-michel-temer-em-reuniao-dos-chefes-de-estado-do-brics-com-o-conselho-empresarial-do-brics-goa-16-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14950-discurso-do-senhor-presidente-da-republica-michel-temer-durante-encontro-privado-dos-chefes-de-estado-e-de-governo-do-brics-goa-16-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/14984-discurso-do-presidente-da-republica-michel-temer-em-encontro-com-empresarios-japoneses-toquio-19-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15056-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-entrega-de-condecoracoes-da-ordem-nacional-do-cruzeiro-do-sul-a-juristas-estrangeiros-brasilia-27-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15089-discurso-do-presidente-da-republica-michel-temer-durante-sessao-solene-de-abertura-da-xi-conferencia-de-chefes-de-estado-e-de-governo-da-cplp-palacio-itamaraty-31-de-outubro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15110-discurso-do-presidente-da-republica-michel-temer-durante-sessao-solene-de-encerramento-da-xi-conferencia-de-chefes-de-estado-e-de-governo-da-comunidade-dos-paises-de-lingua-portuguesa-palacio-itamaraty-01-de-novembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15250-discurso-do-presidente-da-republica-michel-temer-durante-reuniao-ministerial-do-cone-sul-sobre-seguranca-nas-fronteiras-brasilia-16-de-novembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15319-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-abertura-do-congresso-da-diaspora-libanesa-da-america-latina-sao-paulo-27-de-novembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15499-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-entrega-da-ordem-de-rio-branco-e-da-ordem-do-merito-da-defesa-a-cidadaos-colombianos-e-ao-prefeito-de-chapeco-palacio-do-planalto-16-de-dezembro-de-2016
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15675-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-do-dia-internacional-em-memoria-das-vitimas-do-holocausto-sao-paulo-29-de-janeiro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15705-brinde-do-presidente-da-republica-michel-temer-durante-almoco-oferecido-ao-presidente-da-republica-argentina-mauricio-macri-palacio-itamaraty-7-de-fevereiro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15706-declaracao-a-imprensa-do-presidente-da-republica-michel-temer-apos-assinatura-de-atos-com-o-presidente-da-republica-argentina-mauricio-macri-palacio-do-planalto-7-de-fevereiro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15832-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-posse-dos-ministros-da-justica-e-seguranca-publica-osmar-serraglio-e-das-relacoes-exteriores-aloysio-nunes-ferreira-brasilia-07-de-marco-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15936-discurso-do-presidente-da-republica-michel-temer-durante-a-conferencia-das-cidades-latino-americanas-2017-brasilia-21-de-marco-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15937-discurso-do-presidente-da-republica-michel-temer-durante-reuniao-com-embaixadores-dos-maiores-mercados-importadores-de-carne-do-brasil-palacio-do-planalto-19-de-marco-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/15954-discurso-do-presidente-da-republica-michel-temer-durante-a-cerimonia-de-lancamento-do-novo-processo-de-exportacoes-do-portal-unico-de-comercio-exterior-palacio-do-planalto-23-de-marco-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16028-discurso-do-presidente-da-republica-michel-temer-durante-jantar-oferecido-pelo-governador-de-sao-paulo-aos-reis-da-suecia-carlos-xvi-gustavo-e-silvia-sao-paulo-sp-03-de-abril-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16029-discurso-do-presidente-da-republica-michel-temer-durante-encerramento-do-conselho-empresarial-brasil-suecia-com-a-presenca-do-rei-carlos-xvi-gustavo-e-da-rainha-silvia-sao-paulo-sp-03-de-abril-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16043-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-abertura-do-global-child-forum-on-south-america-sao-paulo-04-de-abril-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16048-discurso-do-presidente-da-republica-michel-temer-durante-encontro-com-a-delegacao-de-deputadas-integrantes-da-rede-de-mulheres-da-assembleia-parlamentar-da-comunidade-de-paises-de-lingua-portuguesa-ap-cplp-palacio-do-planalto-05-de-abril-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16055-brinde-do-presidente-da-republica-michel-temer-durante-almoco-em-homenagem-ao-rei-e-rainha-da-suecia-palacio-itamaraty-6-de-abril-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16153-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-formatura-de-duas-turmas-do-instituto-rio-branco-palacio-itamaraty-20-de-abril-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16168-discurso-do-presidente-da-republica-michel-temer-durante-reuniao-bilateral-com-o-presidente-do-governo-da-espanha-mariano-rajoy-palacio-do-planalto-24-de-abril-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16369-discurso-do-presidente-da-republica-michel-temer-durante-abertura-oficial-do-forum-de-investimentos-brasil-2017-sao-paulo-30-de-maio-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16406-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-em-comemoracao-ao-dia-mundial-do-meio-ambiente-brasilia-05-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16620-discurso-do-presidente-da-republica-michel-temer-durante-seminario-de-captacao-de-investimentos-russos-no-brasil-moscou-russia-20-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16624-discurso-do-presidente-da-republica-michel-temer-durante-encontro-com-o-presidente-da-duma-de-estado-deputado-vyacheslav-volodin-moscou-russia-20-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16629-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-assinatura-de-atos-moscou-russia-21-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16640-discurso-do-presidente-da-republica-michel-temer-durante-encontro-com-a-senadora-valentina-matvienko-presidente-do-conselho-da-federacao-da-russia-moscou-russia-21-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16647-discurso-do-presidente-da-republica-michel-temer-durante-encontro-com-investidores-noruegueses-oslo-noruega-22-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16651-declaracao-a-imprensa-do-presidente-da-republica-michel-temer-apos-encontro-com-o-presidente-do-parlamento-da-noruega-olemic-thommessen-oslo-noruega-23-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16675-discurso-do-presidente-da-republica-michel-temer-na-conferencia-de-imprensa-apos-encontro-com-a-primeira-ministra-da-noruega-erna-solberg-oslo-noruega-23-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16716-discurso-do-presidente-da-republica-michel-temer-durante-abertura-da-15-conferencia-dos-ministros-da-justica-da-comunidade-dos-paises-de-lingua-portuguesa-cplp-brasilia-29-de-junho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16786-discurso-do-presidente-da-republica-michel-temer-durante-a-reuniao-dos-chefes-de-estado-e-de-governo-do-brics-hamburgo-alemanha-07-de-julho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16788-discurso-do-presidente-da-republica-michel-temer-durante-a-segunda-sessao-de-trabalho-hamburgo-alemanha-7-de-julho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16884-discurso-do-presidente-da-republica-michel-temer-durante-a-xxii-reuniao-ordinaria-do-conselho-de-ministros-da-comunidade-dos-paises-de-lingua-portuguesa-cplp-palacio-do-itamaraty-20-de-julho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/16889-discurso-do-presidente-da-republica-michel-temer-durante-sessao-plenaria-dos-senhores-presidentes-dos-estados-membros-do-mercosul-estados-associados-mexico-e-convidados-especiais-mendoza-argentina-21-de-julho-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17085-discurso-do-presidente-da-republica-michel-temer-durante-a-solenidade-de-abertura-da-xxxvi-edicao-do-encontro-nacional-de-comercio-exterior-enaex-2017-rio-de-janeiro-9-de-agosto-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17244-discurso-do-presidente-da-republica-michel-temer-durante-almoco-oferecido-ao-presidente-do-paraguai-horacio-cartes-palacio-itamaraty-21-de-agosto-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17381-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-encerramento-do-seminario-sobre-oportunidade-de-investimento-pequim-china-02-de-setembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17382-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-abertura-do-forum-empresarial-do-brics-xiamen-china-03-de-setembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17396-discurso-do-presidente-da-republica-michel-temer-durante-dialogo-dos-chefes-de-estado-e-de-governo-do-brics-e-das-economias-emergentes-e-paises-em-desenvolvimento
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17409-temer-durante-dialogo-dos-chefes-de-estado-e-de-governo-do-brics-com-o-conselho-empresarial-do-brics-xiamen-china-4-de-setembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17411-discurso-do-presidente-da-republica-michel-temer-durante-reuniao-ampliada-dos-chefes-de-estado-e-de-governo-do-brics-xiamen-china-4-de-setembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17412-discurso-do-presidente-da-republica-michel-temer-durante-reuniao-reduzida-dos-chefes-de-estado-e-de-governo-do-brics-xiamen-china-4-de-setembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17460-discurso-do-presidente-da-republica-michel-temer-na-abertura-do-debate-geral-da-72-sessao-da-assembleia-geral-da-onu-nova-york-19-de-setembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/17472-discurso-do-presidente-da-republica-michel-temer-durante-cerimonia-de-encerramento-do-seminario-de-oportunidades-de-investimento-no-brasil-promovido-pelo-financial-times-nova-york-20-de-setembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18001-brinde-do-presidente-da-republica-michel-temer-durante-almoco-em-homenagem-ao-senhor-evo-morales-presidente-do-estado-plurinacional-da-bolivia-oferecido-pelo-senhor-presidente-da-republica-brasilia-5-de-dezembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18096-discurso-do-presidente-da-republica-michel-temer-na-abertura-da-li-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-brasilia-21-de-dezembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18099-discurso-do-presidente-da-republica-michel-temer-no-encerramento-da-li-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-brasilia-21-de-dezembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18100-brinde-do-presidente-da-republica-michel-temer-durante-almoco-em-homenagem-aos-chefes-de-delegacao-da-li-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-brasilia-21-de-dezembro-de-2017
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18203-discurso-do-presidente-da-republica-michel-temer-durante-sessao-plenaria-do-forum-economico-mundial-2018-davos-suica-24-de-janeiro-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18204-discurso-do-presidente-da-republica-michel-temer-durante-jantar-oferecido-pela-organizacao-do-forum-economico-mundial-davos-suica-24-de-janeiro-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18487-discurso-do-presidente-da-republica-michel-temer-durante-sessao-de-abertura-do-viii-forum-mundial-da-agua-brasilila-19-de-marco-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18489-discurso-do-presidente-da-republica-michel-temer-durante-almoco-em-homenagem-aos-chefes-de-delegacao-participantes-do-viii-forum-mundial-da-agua-oferecido-pelo-senhor-michel-temer-presidente-da-republica-brasilia-19-de-marco-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18661-discurso-do-presidente-da-republica-michel-temer-em-sessao-plenaria-da-viii-cupula-das-americas-lima-peru-14-de-abril-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18700-discurso-do-presidente-da-republica-michel-temer-proferido-durante-a-formatura-da-turma-marielle-franco-2016-2018-por-ocasiao-do-dia-do-diplomata-palacio-itamaraty-20-de-abril-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/18776-brinde-do-presidente-da-republica-michel-temer-durante-almoco-em-homenagem-ao-senhor-desire-delan-bouterse-presidente-da-republica-do-suriname-palacio-itamaraty-2-de-maio-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19047-discurso-do-presidente-da-republica-michel-temer-durante-a-sessao-plenaria-dos-presidentes-dos-estados-partes-do-mercosul-estados-associados-e-convidados-especiais-assuncao-paraguai-18-de-junho-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19178-dois-destinos-um-so-objetivo-o-estado-de-s-paulo-23-de-julho-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19533-discurso-do-presidente-michel-temer-na-abertura-do-debate-geral-da-73-sessao-da-assembleia-geral-das-nacoes-unidas-2
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19794-discurso-do-presidente-michel-temer-na-reuniao-dos-brics-buenos-aires-30-de-novembro-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19795-discurso-do-presidente-michel-temer-na-i-sessao-plenaria-da-reuniao-de-lideres-do-g20-buenos-aires-30-de-novembro-de-2018
temer|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19796-discurso-do-presidente-michel-temer-na-ii-sessao-plenaria-da-reuniao-de-lideres-do-g20-construindo-consenso-buenos-aires-30-de-novembro-de-2018
bolsonaro|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19887-discurso-do-presidente-da-republica-jair-bolsonaro-durante-cerimonia-de-posse-no-congresso-nacional-brasilia-1-de-janeiro-de-2019
bolsonaro|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19899-discurso-do-presidente-da-republica-jair-bolsonaro-durante-cerimonia-de-recebimento-da-faixa-presidencial-brasilia-1-de-janeiro-de-2019
bolsonaro|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/19984-discurso-do-presidente-da-republica-jair-bolsonaro-durante-a-sessao-plenaria-do-forum-economico-mundial-davos-suica-22-de-janeiro-de-2019
bolsonaro|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/20460-discurso-do-presidente-da-republica-jair-bolsonaro-durante-cerimonia-de-formatura-da-turma-do-instituto-rio-branco-brasilia-3-de-maio-de-2019
bolsonaro|/pt-BR/discursos-artigos-e-entrevistas-categoria/presidente-da-republica-federativa-do-brasil-discursos/20609-mensagem-do-presidente-jair-bolsonaro-em-reuniao-paralela-dos-lideres-do-g20-sobre-empoderamento-da-mulher-osaka-japao-29-de-junho-de-2019
